Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season
16/08/19,Ath Bilbao,Barcelona,1,0,H,0,0,D,2019-2020
17/08/19,Celta,Real Madrid,1,3,A,0,1,A,2019-2020
17/08/19,Valencia,Sociedad,1,1,D,0,0,D,2019-2020
17/08/19,Mallorca,Eibar,2,1,H,1,0,H,2019-2020
17/08/19,Leganes,Osasuna,0,1,A,0,0,D,2019-2020
17/08/19,Villarreal,Granada,4,4,D,1,1,D,2019-2020
18/08/19,Alaves,Levante,1,0,H,0,0,D,2019-2020
18/08/19,Espanol,Sevilla,0,2,A,0,1,A,2019-2020
18/08/19,Betis,Valladolid,1,2,A,0,0,D,2019-2020
18/08/19,Ath Madrid,Getafe,1,0,H,1,0,H,2019-2020
23/08/19,Granada,Sevilla,0,1,A,0,0,D,2019-2020
23/08/19,Levante,Villarreal,2,1,H,0,1,A,2019-2020
24/08/19,Osasuna,Eibar,0,0,D,0,0,D,2019-2020
24/08/19,Real Madrid,Valladolid,1,1,D,0,0,D,2019-2020
24/08/19,Celta,Valencia,1,0,H,1,0,H,2019-2020
24/08/19,Getafe,Ath Bilbao,1,1,D,1,1,D,2019-2020
25/08/19,Alaves,Espanol,0,0,D,0,0,D,2019-2020
25/08/19,Mallorca,Sociedad,0,1,A,0,0,D,2019-2020
25/08/19,Leganes,Ath Madrid,0,1,A,0,0,D,2019-2020
25/08/19,Barcelona,Betis,5,2,H,1,1,D,2019-2020
30/08/19,Sevilla,Celta,1,1,D,0,0,D,2019-2020
30/08/19,Ath Bilbao,Sociedad,2,0,H,2,0,H,2019-2020
31/08/19,Osasuna,Barcelona,2,2,D,1,0,H,2019-2020
31/08/19,Getafe,Alaves,1,1,D,1,1,D,2019-2020
31/08/19,Levante,Valladolid,2,0,H,0,0,D,2019-2020
31/08/19,Betis,Leganes,2,1,H,0,0,D,2019-2020
01/09/19,Valencia,Mallorca,2,0,H,1,0,H,2019-2020
01/09/19,Ath Madrid,Eibar,3,2,H,1,2,A,2019-2020
01/09/19,Espanol,Granada,0,3,A,0,1,A,2019-2020
01/09/19,Villarreal,Real Madrid,2,2,D,1,1,D,2019-2020
13/09/19,Mallorca,Ath Bilbao,0,0,D,0,0,D,2019-2020
14/09/19,Real Madrid,Levante,3,2,H,3,0,H,2019-2020
14/09/19,Leganes,Villarreal,0,3,A,0,2,A,2019-2020
14/09/19,Sociedad,Ath Madrid,2,0,H,0,0,D,2019-2020
14/09/19,Barcelona,Valencia,5,2,H,2,1,H,2019-2020
15/09/19,Eibar,Espanol,1,2,A,0,0,D,2019-2020
15/09/19,Alaves,Sevilla,0,1,A,0,1,A,2019-2020
15/09/19,Celta,Granada,0,2,A,0,1,A,2019-2020
15/09/19,Valladolid,Osasuna,1,1,D,0,0,D,2019-2020
15/09/19,Betis,Getafe,1,1,D,0,1,A,2019-2020
20/09/19,Osasuna,Betis,0,0,D,0,0,D,2019-2020
21/09/19,Villarreal,Valladolid,2,0,H,0,0,D,2019-2020
21/09/19,Levante,Eibar,0,0,D,0,0,D,2019-2020
21/09/19,Ath Madrid,Celta,0,0,D,0,0,D,2019-2020
21/09/19,Granada,Barcelona,2,0,H,1,0,H,2019-2020
22/09/19,Getafe,Mallorca,4,2,H,2,0,H,2019-2020
22/09/19,Espanol,Sociedad,1,3,A,0,2,A,2019-2020
22/09/19,Valencia,Leganes,1,1,D,1,1,D,2019-2020
22/09/19,Ath Bilbao,Alaves,2,0,H,1,0,H,2019-2020
22/09/19,Sevilla,Real Madrid,0,1,A,0,0,D,2019-2020
24/09/19,Valladolid,Granada,1,1,D,1,1,D,2019-2020
24/09/19,Betis,Levante,3,1,H,1,1,D,2019-2020
24/09/19,Barcelona,Villarreal,2,1,H,2,1,H,2019-2020
25/09/19,Leganes,Ath Bilbao,1,1,D,0,0,D,2019-2020
25/09/19,Mallorca,Ath Madrid,0,2,A,0,1,A,2019-2020
25/09/19,Valencia,Getafe,3,3,D,3,1,H,2019-2020
25/09/19,Real Madrid,Osasuna,2,0,H,1,0,H,2019-2020
26/09/19,Eibar,Sevilla,3,2,H,0,2,A,2019-2020
26/09/19,Celta,Espanol,1,1,D,0,0,D,2019-2020
26/09/19,Sociedad,Alaves,3,0,H,3,0,H,2019-2020
27/09/19,Villarreal,Betis,5,1,H,1,0,H,2019-2020
28/09/19,Ath Bilbao,Valencia,0,1,A,0,1,A,2019-2020
28/09/19,Getafe,Barcelona,0,2,A,0,1,A,2019-2020
28/09/19,Granada,Leganes,1,0,H,1,0,H,2019-2020
28/09/19,Ath Madrid,Real Madrid,0,0,D,0,0,D,2019-2020
29/09/19,Espanol,Valladolid,0,2,A,0,1,A,2019-2020
29/09/19,Eibar,Celta,2,0,H,0,0,D,2019-2020
29/09/19,Alaves,Mallorca,2,0,H,0,0,D,2019-2020
29/09/19,Levante,Osasuna,1,1,D,1,0,H,2019-2020
29/09/19,Sevilla,Sociedad,3,2,H,1,1,D,2019-2020
04/10/19,Betis,Eibar,1,1,D,0,1,A,2019-2020
05/10/19,Leganes,Levante,1,2,A,0,1,A,2019-2020
05/10/19,Real Madrid,Granada,4,2,H,2,0,H,2019-2020
05/10/19,Valencia,Alaves,2,1,H,1,0,H,2019-2020
05/10/19,Osasuna,Villarreal,2,1,H,0,1,A,2019-2020
06/10/19,Mallorca,Espanol,2,0,H,1,0,H,2019-2020
06/10/19,Celta,Ath Bilbao,1,0,H,0,0,D,2019-2020
06/10/19,Valladolid,Ath Madrid,0,0,D,0,0,D,2019-2020
06/10/19,Sociedad,Getafe,1,2,A,1,0,H,2019-2020
06/10/19,Barcelona,Sevilla,4,0,H,3,0,H,2019-2020
18/10/19,Granada,Osasuna,1,0,H,1,0,H,2019-2020
19/10/19,Eibar,Barcelona,0,3,A,0,1,A,2019-2020
19/10/19,Ath Madrid,Valencia,1,1,D,1,0,H,2019-2020
19/10/19,Getafe,Leganes,2,0,H,0,0,D,2019-2020
19/10/19,Mallorca,Real Madrid,1,0,H,1,0,H,2019-2020
20/10/19,Alaves,Celta,2,0,H,0,0,D,2019-2020
20/10/19,Sociedad,Betis,3,1,H,2,1,H,2019-2020
20/10/19,Espanol,Villarreal,0,1,A,0,1,A,2019-2020
20/10/19,Ath Bilbao,Valladolid,1,1,D,1,0,H,2019-2020
20/10/19,Sevilla,Levante,1,0,H,0,0,D,2019-2020
25/10/19,Villarreal,Alaves,4,1,H,1,0,H,2019-2020
26/10/19,Leganes,Mallorca,1,0,H,1,0,H,2019-2020
26/10/19,Valladolid,Eibar,2,0,H,2,0,H,2019-2020
26/10/19,Ath Madrid,Ath Bilbao,2,0,H,1,0,H,2019-2020
27/10/19,Celta,Sociedad,0,1,A,0,0,D,2019-2020
27/10/19,Granada,Betis,1,0,H,0,0,D,2019-2020
27/10/19,Levante,Espanol,0,1,A,0,1,A,2019-2020
27/10/19,Sevilla,Getafe,2,0,H,0,0,D,2019-2020
27/10/19,Osasuna,Valencia,3,1,H,1,1,D,2019-2020
29/10/19,Alaves,Ath Madrid,1,1,D,0,0,D,2019-2020
29/10/19,Barcelona,Valladolid,5,1,H,3,1,H,2019-2020
30/10/19,Sociedad,Levante,1,2,A,0,2,A,2019-2020
30/10/19,Valencia,Sevilla,1,1,D,0,1,A,2019-2020
30/10/19,Ath Bilbao,Espanol,3,0,H,2,0,H,2019-2020
30/10/19,Betis,Celta,2,1,H,1,0,H,2019-2020
30/10/19,Real Madrid,Leganes,5,0,H,3,0,H,2019-2020
31/10/19,Eibar,Villarreal,2,1,H,0,0,D,2019-2020
31/10/19,Mallorca,Osasuna,2,2,D,1,0,H,2019-2020
31/10/19,Getafe,Granada,3,1,H,2,0,H,2019-2020
02/11/19,Espanol,Valencia,1,2,A,1,0,H,2019-2020
02/11/19,Levante,Barcelona,3,1,H,0,1,A,2019-2020
02/11/19,Sevilla,Ath Madrid,1,1,D,1,0,H,2019-2020
02/11/19,Real Madrid,Betis,0,0,D,0,0,D,2019-2020
03/11/19,Valladolid,Mallorca,3,0,H,1,0,H,2019-2020
03/11/19,Villarreal,Ath Bilbao,0,0,D,0,0,D,2019-2020
03/11/19,Osasuna,Alaves,4,2,H,3,1,H,2019-2020
03/11/19,Celta,Getafe,0,1,A,0,1,A,2019-2020
03/11/19,Leganes,Eibar,1,2,A,1,1,D,2019-2020
03/11/19,Granada,Sociedad,1,2,A,1,1,D,2019-2020
08/11/19,Sociedad,Leganes,1,1,D,0,0,D,2019-2020
09/11/19,Alaves,Valladolid,3,0,H,2,0,H,2019-2020
09/11/19,Valencia,Granada,2,0,H,0,0,D,2019-2020
09/11/19,Eibar,Real Madrid,0,4,A,0,3,A,2019-2020
09/11/19,Barcelona,Celta,4,1,H,2,1,H,2019-2020
10/11/19,Mallorca,Villarreal,3,1,H,2,0,H,2019-2020
10/11/19,Ath Bilbao,Levante,2,1,H,0,1,A,2019-2020
10/11/19,Ath Madrid,Espanol,3,1,H,1,1,D,2019-2020
10/11/19,Getafe,Osasuna,0,0,D,0,0,D,2019-2020
10/11/19,Betis,Sevilla,1,2,A,1,1,D,2019-2020
22/11/19,Levante,Mallorca,2,1,H,0,0,D,2019-2020
23/11/19,Leganes,Barcelona,1,2,A,1,0,H,2019-2020
23/11/19,Betis,Valencia,2,1,H,1,1,D,2019-2020
23/11/19,Granada,Ath Madrid,1,1,D,0,0,D,2019-2020
23/11/19,Real Madrid,Sociedad,3,1,H,1,1,D,2019-2020
24/11/19,Espanol,Getafe,1,1,D,1,1,D,2019-2020
24/11/19,Osasuna,Ath Bilbao,1,2,A,0,1,A,2019-2020
24/11/19,Eibar,Alaves,0,2,A,0,0,D,2019-2020
24/11/19,Villarreal,Celta,1,3,A,0,0,D,2019-2020
24/11/19,Valladolid,Sevilla,0,1,A,0,1,A,2019-2020
29/11/19,Celta,Valladolid,0,0,D,0,0,D,2019-2020
30/11/19,Alaves,Real Madrid,1,2,A,0,0,D,2019-2020
30/11/19,Sociedad,Eibar,4,1,H,1,1,D,2019-2020
30/11/19,Mallorca,Betis,1,2,A,0,2,A,2019-2020
30/11/19,Valencia,Villarreal,2,1,H,0,0,D,2019-2020
01/12/19,Sevilla,Leganes,1,0,H,0,0,D,2019-2020
01/12/19,Ath Bilbao,Granada,2,0,H,1,0,H,2019-2020
01/12/19,Espanol,Osasuna,2,4,A,1,0,H,2019-2020
01/12/19,Getafe,Levante,4,0,H,0,0,D,2019-2020
01/12/19,Ath Madrid,Barcelona,0,1,A,0,0,D,2019-2020
06/12/19,Villarreal,Ath Madrid,0,0,D,0,0,D,2019-2020
07/12/19,Real Madrid,Espanol,2,0,H,1,0,H,2019-2020
07/12/19,Granada,Alaves,3,0,H,0,0,D,2019-2020
07/12/19,Levante,Valencia,2,4,A,2,1,H,2019-2020
07/12/19,Barcelona,Mallorca,5,2,H,4,1,H,2019-2020
08/12/19,Eibar,Getafe,0,1,A,0,0,D,2019-2020
08/12/19,Betis,Ath Bilbao,3,2,H,3,1,H,2019-2020
08/12/19,Valladolid,Sociedad,0,0,D,0,0,D,2019-2020
08/12/19,Leganes,Celta,3,2,H,2,0,H,2019-2020
08/12/19,Osasuna,Sevilla,1,1,D,1,1,D,2019-2020
13/12/19,Alaves,Leganes,1,1,D,0,1,A,2019-2020
14/12/19,Granada,Levante,1,2,A,0,0,D,2019-2020
14/12/19,Sociedad,Barcelona,2,2,D,1,1,D,2019-2020
14/12/19,Ath Bilbao,Eibar,0,0,D,0,0,D,2019-2020
14/12/19,Ath Madrid,Osasuna,2,0,H,0,0,D,2019-2020
15/12/19,Getafe,Valladolid,2,0,H,1,0,H,2019-2020
15/12/19,Celta,Mallorca,2,2,D,1,1,D,2019-2020
15/12/19,Espanol,Betis,2,2,D,2,1,H,2019-2020
15/12/19,Sevilla,Villarreal,1,2,A,0,1,A,2019-2020
15/12/19,Valencia,Real Madrid,1,1,D,0,0,D,2019-2020
18/12/19,Barcelona,Real Madrid,0,0,D,0,0,D,2019-2020
20/12/19,Eibar,Granada,3,0,H,2,0,H,2019-2020
21/12/19,Mallorca,Sevilla,0,2,A,0,1,A,2019-2020
21/12/19,Barcelona,Alaves,4,1,H,2,0,H,2019-2020
21/12/19,Villarreal,Getafe,1,0,H,0,0,D,2019-2020
21/12/19,Valladolid,Valencia,1,1,D,0,0,D,2019-2020
22/12/19,Leganes,Espanol,2,0,H,1,0,H,2019-2020
22/12/19,Osasuna,Sociedad,3,4,A,1,3,A,2019-2020
22/12/19,Betis,Ath Madrid,1,2,A,0,0,D,2019-2020
22/12/19,Levante,Celta,3,1,H,0,1,A,2019-2020
22/12/19,Real Madrid,Ath Bilbao,0,0,D,0,0,D,2019-2020
03/01/20,Valladolid,Leganes,2,2,D,1,2,A,2019-2020
03/01/20,Sevilla,Ath Bilbao,1,1,D,0,1,A,2019-2020
04/01/20,Valencia,Eibar,1,0,H,1,0,H,2019-2020
04/01/20,Getafe,Real Madrid,0,3,A,0,1,A,2019-2020
04/01/20,Ath Madrid,Levante,2,1,H,2,1,H,2019-2020
04/01/20,Espanol,Barcelona,2,2,D,1,0,H,2019-2020
05/01/20,Granada,Mallorca,1,0,H,1,0,H,2019-2020
05/01/20,Sociedad,Villarreal,1,2,A,1,0,H,2019-2020
05/01/20,Alaves,Betis,1,1,D,1,0,H,2019-2020
05/01/20,Celta,Osasuna,1,1,D,0,0,D,2019-2020
17/01/20,Leganes,Getafe,0,3,A,0,3,A,2019-2020
18/01/20,Levante,Alaves,0,1,A,0,0,D,2019-2020
18/01/20,Real Madrid,Sevilla,2,1,H,0,0,D,2019-2020
18/01/20,Osasuna,Valladolid,0,0,D,0,0,D,2019-2020
18/01/20,Eibar,Ath Madrid,2,0,H,1,0,H,2019-2020
19/01/20,Mallorca,Valencia,4,1,H,3,0,H,2019-2020
19/01/20,Betis,Sociedad,3,0,H,2,0,H,2019-2020
19/01/20,Villarreal,Espanol,1,2,A,0,1,A,2019-2020
19/01/20,Ath Bilbao,Celta,1,1,D,0,0,D,2019-2020
19/01/20,Barcelona,Granada,1,0,H,0,0,D,2019-2020
24/01/20,Osasuna,Levante,2,0,H,0,0,D,2019-2020
25/01/20,Espanol,Ath Bilbao,1,1,D,0,1,A,2019-2020
25/01/20,Valencia,Barcelona,2,0,H,0,0,D,2019-2020
25/01/20,Alaves,Villarreal,1,2,A,0,1,A,2019-2020
25/01/20,Sevilla,Granada,2,0,H,2,0,H,2019-2020
26/01/20,Ath Madrid,Leganes,0,0,D,0,0,D,2019-2020
26/01/20,Celta,Eibar,0,0,D,0,0,D,2019-2020
26/01/20,Getafe,Betis,1,0,H,0,0,D,2019-2020
26/01/20,Sociedad,Mallorca,3,0,H,0,0,D,2019-2020
26/01/20,Valladolid,Real Madrid,0,1,A,0,0,D,2019-2020
01/02/20,Granada,Espanol,2,1,H,1,1,D,2019-2020
01/02/20,Real Madrid,Ath Madrid,1,0,H,0,0,D,2019-2020
01/02/20,Mallorca,Valladolid,0,1,A,0,0,D,2019-2020
01/02/20,Valencia,Celta,1,0,H,0,0,D,2019-2020
02/02/20,Leganes,Sociedad,2,1,H,0,1,A,2019-2020
02/02/20,Eibar,Betis,1,1,D,1,1,D,2019-2020
02/02/20,Ath Bilbao,Getafe,0,2,A,0,1,A,2019-2020
02/02/20,Sevilla,Alaves,1,1,D,0,0,D,2019-2020
02/02/20,Villarreal,Osasuna,3,1,H,1,0,H,2019-2020
02/02/20,Barcelona,Levante,2,1,H,2,0,H,2019-2020
07/02/20,Alaves,Eibar,2,1,H,0,0,D,2019-2020
08/02/20,Levante,Leganes,2,0,H,2,0,H,2019-2020
08/02/20,Getafe,Valencia,3,0,H,0,0,D,2019-2020
08/02/20,Valladolid,Villarreal,1,1,D,1,0,H,2019-2020
08/02/20,Ath Madrid,Granada,1,0,H,1,0,H,2019-2020
09/02/20,Espanol,Mallorca,1,0,H,0,0,D,2019-2020
09/02/20,Sociedad,Ath Bilbao,2,1,H,0,0,D,2019-2020
09/02/20,Osasuna,Real Madrid,1,4,A,1,2,A,2019-2020
09/02/20,Celta,Sevilla,2,1,H,0,1,A,2019-2020
09/02/20,Betis,Barcelona,2,3,A,2,2,D,2019-2020
14/02/20,Valencia,Ath Madrid,2,2,D,1,2,A,2019-2020
15/02/20,Mallorca,Alaves,1,0,H,0,0,D,2019-2020
15/02/20,Barcelona,Getafe,2,1,H,2,0,H,2019-2020
15/02/20,Villarreal,Levante,2,1,H,1,0,H,2019-2020
15/02/20,Granada,Valladolid,2,1,H,0,0,D,2019-2020
16/02/20,Sevilla,Espanol,2,2,D,1,1,D,2019-2020
16/02/20,Leganes,Betis,0,0,D,0,0,D,2019-2020
16/02/20,Ath Bilbao,Osasuna,0,1,A,0,1,A,2019-2020
16/02/20,Real Madrid,Celta,2,2,D,0,1,A,2019-2020
21/02/20,Betis,Mallorca,3,3,D,2,2,D,2019-2020
22/02/20,Celta,Leganes,1,0,H,0,0,D,2019-2020
22/02/20,Barcelona,Eibar,5,0,H,3,0,H,2019-2020
22/02/20,Sociedad,Valencia,3,0,H,2,0,H,2019-2020
22/02/20,Levante,Real Madrid,1,0,H,0,0,D,2019-2020
23/02/20,Osasuna,Granada,0,3,A,0,3,A,2019-2020
23/02/20,Alaves,Ath Bilbao,2,1,H,1,1,D,2019-2020
23/02/20,Valladolid,Espanol,2,1,H,0,0,D,2019-2020
23/02/20,Getafe,Sevilla,0,3,A,0,1,A,2019-2020
23/02/20,Ath Madrid,Villarreal,3,1,H,1,1,D,2019-2020
28/02/20,Sociedad,Valladolid,1,0,H,0,0,D,2019-2020
29/02/20,Eibar,Levante,3,0,H,1,0,H,2019-2020
29/02/20,Valencia,Betis,2,1,H,0,0,D,2019-2020
29/02/20,Leganes,Alaves,1,1,D,0,0,D,2019-2020
29/02/20,Granada,Celta,0,0,D,0,0,D,2019-2020
01/03/20,Sevilla,Osasuna,3,2,H,2,0,H,2019-2020
01/03/20,Ath Bilbao,Villarreal,1,0,H,0,0,D,2019-2020
01/03/20,Espanol,Ath Madrid,1,1,D,1,0,H,2019-2020
01/03/20,Mallorca,Getafe,0,1,A,0,0,D,2019-2020
01/03/20,Real Madrid,Barcelona,2,0,H,0,0,D,2019-2020
06/03/20,Alaves,Valencia,1,1,D,0,1,A,2019-2020
07/03/20,Eibar,Mallorca,1,2,A,0,1,A,2019-2020
07/03/20,Ath Madrid,Sevilla,2,2,D,2,2,D,2019-2020
07/03/20,Barcelona,Sociedad,1,0,H,0,0,D,2019-2020
07/03/20,Getafe,Celta,0,0,D,0,0,D,2019-2020
08/03/20,Osasuna,Espanol,1,0,H,0,0,D,2019-2020
08/03/20,Valladolid,Ath Bilbao,1,4,A,0,2,A,2019-2020
08/03/20,Levante,Granada,1,1,D,1,0,H,2019-2020
08/03/20,Villarreal,Leganes,1,2,A,1,0,H,2019-2020
08/03/20,Betis,Real Madrid,2,1,H,1,1,D,2019-2020
10/03/20,Eibar,Sociedad,1,2,A,0,1,A,2019-2020
11/06/20,Sevilla,Betis,2,0,H,0,0,D,2019-2020
12/06/20,Granada,Getafe,2,1,H,0,1,A,2019-2020
12/06/20,Valencia,Levante,1,1,D,0,0,D,2019-2020
13/06/20,Espanol,Alaves,2,0,H,1,0,H,2019-2020
13/06/20,Celta,Villarreal,0,1,A,0,0,D,2019-2020
13/06/20,Leganes,Valladolid,1,2,A,0,1,A,2019-2020
13/06/20,Mallorca,Barcelona,0,4,A,0,2,A,2019-2020
14/06/20,Ath Bilbao,Ath Madrid,1,1,D,1,1,D,2019-2020
14/06/20,Real Madrid,Eibar,3,1,H,3,0,H,2019-2020
14/06/20,Sociedad,Osasuna,1,1,D,0,1,A,2019-2020
15/06/20,Levante,Sevilla,1,1,D,0,0,D,2019-2020
15/06/20,Betis,Granada,2,2,D,0,1,A,2019-2020
16/06/20,Getafe,Espanol,0,0,D,0,0,D,2019-2020
16/06/20,Villarreal,Mallorca,1,0,H,1,0,H,2019-2020
16/06/20,Barcelona,Leganes,2,0,H,1,0,H,2019-2020
17/06/20,Eibar,Ath Bilbao,2,2,D,1,1,D,2019-2020
17/06/20,Valladolid,Celta,0,0,D,0,0,D,2019-2020
17/06/20,Osasuna,Ath Madrid,0,5,A,0,1,A,2019-2020
18/06/20,Alaves,Sociedad,2,0,H,0,0,D,2019-2020
18/06/20,Real Madrid,Valencia,3,0,H,0,0,D,2019-2020
19/06/20,Granada,Villarreal,0,1,A,0,1,A,2019-2020
19/06/20,Mallorca,Leganes,1,1,D,1,0,H,2019-2020
19/06/20,Sevilla,Barcelona,0,0,D,0,0,D,2019-2020
20/06/20,Espanol,Levante,1,3,A,1,1,D,2019-2020
20/06/20,Ath Bilbao,Betis,1,0,H,1,0,H,2019-2020
20/06/20,Getafe,Eibar,1,1,D,1,1,D,2019-2020
20/06/20,Ath Madrid,Valladolid,1,0,H,0,0,D,2019-2020
21/06/20,Celta,Alaves,6,0,H,4,0,H,2019-2020
21/06/20,Valencia,Osasuna,2,0,H,2,0,H,2019-2020
21/06/20,Sociedad,Real Madrid,1,2,A,0,0,D,2019-2020
22/06/20,Villarreal,Sevilla,2,2,D,2,1,H,2019-2020
22/06/20,Leganes,Granada,0,0,D,0,0,D,2019-2020
23/06/20,Levante,Ath Madrid,0,1,A,0,1,A,2019-2020
23/06/20,Valladolid,Getafe,1,1,D,1,1,D,2019-2020
23/06/20,Barcelona,Ath Bilbao,1,0,H,0,0,D,2019-2020
24/06/20,Alaves,Osasuna,0,1,A,0,0,D,2019-2020
24/06/20,Sociedad,Celta,0,1,A,0,1,A,2019-2020
24/06/20,Real Madrid,Mallorca,2,0,H,1,0,H,2019-2020
25/06/20,Eibar,Valencia,1,0,H,1,0,H,2019-2020
25/06/20,Betis,Espanol,1,0,H,0,0,D,2019-2020
26/06/20,Sevilla,Valladolid,1,1,D,0,1,A,2019-2020
27/06/20,Ath Bilbao,Mallorca,3,1,H,2,0,H,2019-2020
27/06/20,Celta,Barcelona,2,2,D,0,1,A,2019-2020
27/06/20,Osasuna,Leganes,2,1,H,1,0,H,2019-2020
27/06/20,Ath Madrid,Alaves,2,1,H,0,0,D,2019-2020
28/06/20,Levante,Betis,4,2,H,2,0,H,2019-2020
28/06/20,Villarreal,Valencia,2,0,H,2,0,H,2019-2020
28/06/20,Granada,Eibar,1,2,A,0,1,A,2019-2020
28/06/20,Espanol,Real Madrid,0,1,A,0,1,A,2019-2020
29/06/20,Getafe,Sociedad,2,1,H,1,0,H,2019-2020
30/06/20,Mallorca,Celta,5,1,H,3,0,H,2019-2020
30/06/20,Leganes,Sevilla,0,3,A,0,2,A,2019-2020
30/06/20,Barcelona,Ath Madrid,2,2,D,1,1,D,2019-2020
01/07/20,Alaves,Granada,0,2,A,0,1,A,2019-2020
01/07/20,Valencia,Ath Bilbao,0,2,A,0,1,A,2019-2020
01/07/20,Betis,Villarreal,0,2,A,0,2,A,2019-2020
01/07/20,Valladolid,Levante,0,0,D,0,0,D,2019-2020
02/07/20,Eibar,Osasuna,0,2,A,0,1,A,2019-2020
02/07/20,Sociedad,Espanol,2,1,H,0,1,A,2019-2020
02/07/20,Real Madrid,Getafe,1,0,H,0,0,D,2019-2020
03/07/20,Ath Madrid,Mallorca,3,0,H,2,0,H,2019-2020
04/07/20,Celta,Betis,1,1,D,1,0,H,2019-2020
04/07/20,Valladolid,Alaves,1,0,H,0,0,D,2019-2020
04/07/20,Granada,Valencia,2,2,D,0,0,D,2019-2020
05/07/20,Ath Bilbao,Real Madrid,0,1,A,0,0,D,2019-2020
05/07/20,Espanol,Leganes,0,1,A,0,0,D,2019-2020
05/07/20,Osasuna,Getafe,0,0,D,0,0,D,2019-2020
05/07/20,Villarreal,Barcelona,1,4,A,1,3,A,2019-2020
06/07/20,Levante,Sociedad,1,1,D,1,1,D,2019-2020
06/07/20,Sevilla,Eibar,1,0,H,0,0,D,2019-2020
07/07/20,Valencia,Valladolid,2,1,H,1,0,H,2019-2020
07/07/20,Celta,Ath Madrid,1,1,D,0,1,A,2019-2020
08/07/20,Betis,Osasuna,3,0,H,2,0,H,2019-2020
08/07/20,Getafe,Villarreal,1,3,A,0,0,D,2019-2020
08/07/20,Barcelona,Espanol,1,0,H,0,0,D,2019-2020
09/07/20,Eibar,Leganes,0,0,D,0,0,D,2019-2020
09/07/20,Mallorca,Levante,2,0,H,1,0,H,2019-2020
09/07/20,Ath Bilbao,Sevilla,1,2,A,1,0,H,2019-2020
10/07/20,Sociedad,Granada,2,3,A,0,2,A,2019-2020
10/07/20,Real Madrid,Alaves,2,0,H,1,0,H,2019-2020
11/07/20,Osasuna,Celta,2,1,H,1,1,D,2019-2020
11/07/20,Valladolid,Barcelona,0,1,A,0,1,A,2019-2020
11/07/20,Ath Madrid,Betis,1,0,H,0,0,D,2019-2020
12/07/20,Espanol,Eibar,0,2,A,0,2,A,2019-2020
12/07/20,Levante,Ath Bilbao,1,2,A,0,2,A,2019-2020
12/07/20,Leganes,Valencia,1,0,H,1,0,H,2019-2020
12/07/20,Sevilla,Mallorca,2,0,H,1,0,H,2019-2020
13/07/20,Alaves,Getafe,0,0,D,0,0,D,2019-2020
13/07/20,Villarreal,Sociedad,1,2,A,0,0,D,2019-2020
13/07/20,Granada,Real Madrid,1,2,A,0,2,A,2019-2020
16/07/20,Eibar,Valladolid,3,1,H,2,0,H,2019-2020
16/07/20,Ath Bilbao,Leganes,0,2,A,0,0,D,2019-2020
16/07/20,Barcelona,Osasuna,1,2,A,0,1,A,2019-2020
16/07/20,Betis,Alaves,1,2,A,0,0,D,2019-2020
16/07/20,Celta,Levante,2,3,A,2,2,D,2019-2020
16/07/20,Getafe,Ath Madrid,0,2,A,0,0,D,2019-2020
16/07/20,Mallorca,Granada,1,2,A,1,1,D,2019-2020
16/07/20,Real Madrid,Villarreal,2,1,H,1,0,H,2019-2020
16/07/20,Sociedad,Sevilla,0,0,D,0,0,D,2019-2020
16/07/20,Valencia,Espanol,1,0,H,1,0,H,2019-2020
19/07/20,Alaves,Barcelona,0,5,A,0,3,A,2019-2020
19/07/20,Valladolid,Betis,2,0,H,1,0,H,2019-2020
19/07/20,Villarreal,Eibar,4,0,H,0,0,D,2019-2020
19/07/20,Ath Madrid,Sociedad,1,1,D,1,0,H,2019-2020
19/07/20,Espanol,Celta,0,0,D,0,0,D,2019-2020
19/07/20,Granada,Ath Bilbao,4,0,H,1,0,H,2019-2020
19/07/20,Leganes,Real Madrid,2,2,D,1,1,D,2019-2020
19/07/20,Levante,Getafe,1,0,H,0,0,D,2019-2020
19/07/20,Osasuna,Mallorca,2,2,D,1,1,D,2019-2020
19/07/20,Sevilla,Valencia,1,0,H,0,0,D,2019-2020
